1, structory:abandoned_camp, HEADING, header:ignore, 0, 0, 0
373, minecraft:monument, HEADING, header:ignore, 0, 0, 0
374, minecraft:monument, MONSTER, minecraft:guardian, 10, 2, 4
375, repurposed_structures:monument_desert, HEADING, header:ignore, 0, 0, 0
376, repurposed_structures:monument_desert, MONSTER, minecraft:husk, 20, 1, 4
377, repurposed_structures:monument_desert, MONSTER, minecraft:creeper, 15, 1, 2
378, repurposed_structures:monument_desert, MONSTER, minecraft:skeleton, 10, 1, 3
379, repurposed_structures:monument_icy, HEADING, header:ignore, 0, 0, 0
380, repurposed_structures:monument_icy, MONSTER, minecraft:stray, 40, 1, 3
381, repurposed_structures:monument_icy, MONSTER, minecraft:vex, 10, 1, 2
382, repurposed_structures:monument_jungle, HEADING, header:ignore, 0, 0, 0
383, repurposed_structures:monument_jungle, MONSTER, minecraft:husk, 20, 1, 4
384, repurposed_structures:monument_jungle, MONSTER, minecraft:creeper, 15, 1, 2
385, repurposed_structures:monument_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
386, repurposed_structures:monument_nether, HEADING, header:ignore, 0, 0, 0
387, repurposed_structures:monument_nether, MONSTER, minecraft:magma_cube, 20, 1, 3
388, repurposed_structures:monument_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
389, repurposed_structures:monument_nether, MONSTER, minecraft:ghast, 10, 1, 1
390, betterarcheology:mott, HEADING, header:ignore, 0, 0, 0
391, imst:mountain_camp, HEADING, header:ignore, 0, 0, 0
392, hopo:mud_mineshaft, HEADING, header:ignore, 0, 0, 0
393, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
394, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
395, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
396, mes:mythic_garden, HEADING, header:ignore, 0, 0, 0
397, mvs:nature/acacia_tree, HEADING, header:ignore, 0, 0, 0
398, mvs:nature/big_oak_tree, HEADING, header:ignore, 0, 0, 0
399, mvs:nature/birch_tree, HEADING, header:ignore, 0, 0, 0
400, mvs:nature/boulder, HEADING, header:ignore, 0, 0, 0
401, mvs:nature/cherry_tree, HEADING, header:ignore, 0, 0, 0
402, mvs:nature/dark_oak_tree, HEADING, header:ignore, 0, 0, 0
403, mvs:nature/floating_islands, HEADING, header:ignore, 0, 0, 0
404, mvs:nature/jungle_palm_tree, HEADING, header:ignore, 0, 0, 0
405, mvs:nature/jungle_tree, HEADING, header:ignore, 0, 0, 0
406, mvs:nature/large_mushroom, HEADING, header:ignore, 0, 0, 0
407, mvs:nature/mushroom_pond, HEADING, header:ignore, 0, 0, 0
408, mvs:nature/oak_tree, HEADING, header:ignore, 0, 0, 0
409, mvs:nature/paths, HEADING, header:ignore, 0, 0, 0
410, mvs:nature/small_oak_pond, HEADING, header:ignore, 0, 0, 0
411, mvs:nature/spruce_tree, HEADING, header:ignore, 0, 0, 0
412, mvs:nature/stone_rock, HEADING, header:ignore, 0, 0, 0
413, structory_towers:nether/fortress_tower, HEADING, header:ignore, 0, 0, 0
414, structory_towers:nether/strange_outpost, HEADING, header:ignore, 0, 0, 0
415, structory_towers:nether/warped_outpost, HEADING, header:ignore, 0, 0, 0
416, netherdepthsupgrade:nether_fortress_piece, HEADING, header:ignore, 0, 0, 0
417, netherdepthsupgrade:nether_fortress_piece, WATER_AMBIENT, netherdepthsupgrade:blazefish, 10, 3, 4
418, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
419, minecraft:nether_fossil, MONSTER, alexsmobs:soul_vulture, 30, 1, 1
420, incendium:nether_reactor, HEADING, header:ignore, 0, 0, 0
421, formationsnether:nether_wart_field, HEADING, header:ignore, 0, 0, 0
422, structory_towers:nomad_outpost, HEADING, header:ignore, 0, 0, 0
423, structory:northern_ruin, HEADING, header:ignore, 0, 0, 0
424, hopo:oak_mineshaft, HEADING, header:ignore, 0, 0, 0
425, imst:observatory, HEADING, header:ignore, 0, 0, 0
426, formationsnether:obsidian_pillar, HEADING, header:ignore, 0, 0, 0
427, structory_towers:ocean_pillar, HEADING, header:ignore, 0, 0, 0
428, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
429, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
430, alexscaves:ocean_trench, HEADING, header:ignore, 0, 0, 0
431, formationsoverworld:offering, HEADING, header:ignore, 0, 0, 0
432, structory:old_manor, HEADING, header:ignore, 0, 0, 0
433, formationsnether:ore_shard, HEADING, header:ignore, 0, 0, 0
434, mvs:other_decoration/bee_dome, HEADING, header:ignore, 0, 0, 0
435, mvs:other_decoration/bench, HEADING, header:ignore, 0, 0, 0
436, mvs:other_decoration/campsite, HEADING, header:ignore, 0, 0, 0
437, mvs:other_decoration/crimson_enchanting_table, HEADING, header:ignore, 0, 0, 0
438, mvs:other_decoration/desert_pump, HEADING, header:ignore, 0, 0, 0
439, mvs:other_decoration/duck, HEADING, header:ignore, 0, 0, 0
440, mvs:other_decoration/end_scraps/end_scraps_1, HEADING, header:ignore, 0, 0, 0
441, mvs:other_decoration/end_scraps/end_scraps_2, HEADING, header:ignore, 0, 0, 0
442, mvs:other_decoration/end_scraps/end_scraps_3, HEADING, header:ignore, 0, 0, 0
443, mvs:other_decoration/end_scraps/end_scraps_4, HEADING, header:ignore, 0, 0, 0
444, mvs:other_decoration/fire_camp, HEADING, header:ignore, 0, 0, 0
445, mvs:other_decoration/fox_hut, HEADING, header:ignore, 0, 0, 0
446, mvs:other_decoration/haystack, HEADING, header:ignore, 0, 0, 0
447, mvs:other_decoration/horse_campsite, HEADING, header:ignore, 0, 0, 0
448, mvs:other_decoration/lamp_chest, HEADING, header:ignore, 0, 0, 0
449, mvs:other_decoration/lecturn_garden, HEADING, header:ignore, 0, 0, 0
450, mvs:other_decoration/mine_with_campsite, HEADING, header:ignore, 0, 0, 0
451, mvs:other_decoration/mushroom_statue, HEADING, header:ignore, 0, 0, 0
452, mvs:other_decoration/nether_devil, HEADING, header:ignore, 0, 0, 0
453, mvs:other_decoration/pile, HEADING, header:ignore, 0, 0, 0
454, mvs:other_decoration/snowy_dog_hut, HEADING, header:ignore, 0, 0, 0
455, mvs:other_decoration/snowy_fossil, HEADING, header:ignore, 0, 0, 0
456, mvs:other_decoration/stone_bee, HEADING, header:ignore, 0, 0, 0
457, mvs:other_decoration/villager_statue, HEADING, header:ignore, 0, 0, 0
458, mvs:other_decoration/wheat_grain_bin, HEADING, header:ignore, 0, 0, 0
459, mvs:other_decoration/windmill, HEADING, header:ignore, 0, 0, 0
460, mvs:other_decoration/wooden_wheat_farm, HEADING, header:ignore, 0, 0, 0
461, mvs:out_house, HEADING, header:ignore, 0, 0, 0
462, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
463, structory:outcast_villager_grassy, HEADING, header:ignore, 0, 0, 0
464, aquamirae:outpost, HEADING, header:ignore, 0, 0, 0
465, aquamirae:outpost, MONSTER, minecraft:pillager, 10, 1, 2
466, aquamirae:outpost, MONSTER, minecraft:vindicator, 10, 1, 1
467, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
468, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
469, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
470, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
471, repurposed_structures:outpost_crimson, HEADING, header:ignore, 0, 0, 0
472, repurposed_structures:outpost_crimson, MONSTER, minecraft:piglin, 10, 1, 1
473, repurposed_structures:outpost_desert, HEADING, header:ignore, 0, 0, 0
474, repurposed_structures:outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
475, repurposed_structures:outpost_end, HEADING, header:ignore, 0, 0, 0
476, repurposed_structures:outpost_end, MONSTER, minecraft:phantom, 10, 1, 1
477, repurposed_structures:outpost_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
478, repurposed_structures:outpost_giant_tree_taiga, MONSTER, minecraft:pillager, 10, 1, 1
479, repurposed_structures:outpost_icy, HEADING, header:ignore, 0, 0, 0
480, repurposed_structures:outpost_icy, MONSTER, minecraft:pillager, 10, 1, 1
481, repurposed_structures:outpost_jungle, HEADING, header:ignore, 0, 0, 0
482, repurposed_structures:outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
483, repurposed_structures:outpost_mangrove, HEADING, header:ignore, 0, 0, 0
484, repurposed_structures:outpost_mangrove, MONSTER, minecraft:pillager, 10, 1, 1
485, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
486, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
487, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
488, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
489, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
490, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
491, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
492, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
493, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
494, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
495, structory_towers:overgrown_mangrove, HEADING, header:ignore, 0, 0, 0
496, formationsnether:parkour_challenge, HEADING, header:ignore, 0, 0, 0
497, mes:phantom_citadel, HEADING, header:ignore, 0, 0, 0
498, bygonenether:piglin_manor, HEADING, header:ignore, 0, 0, 0
499, bygonenether:piglin_manor, MONSTER, minecraft:piglin, 10, 1, 1
500, bygonenether:piglin_manor, MONSTER, bygonenether:piglin_hunter, 10, 1, 1
501, hopo:piglin_ruin, HEADING, header:ignore, 0, 0, 0
502, incendium:piglin_village, HEADING, header:ignore, 0, 0, 0
503, structory_towers:pillager_lookout, HEADING, header:ignore, 0, 0, 0
504, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
505, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 10, 1, 1
506, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
507, ctov:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 5
508, ctov:pillager_outpost_badlands, MONSTER, minecraft:evoker, 10, 1, 1
509, ctov:pillager_outpost_badlands, MONSTER, minecraft:vindicator, 10, 1, 3
510, ctov:pillager_outpost_badlands, MONSTER, minecraft:witch, 10, 1, 1
511, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
512, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
513, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
514, ctov:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 1
515, ctov:pillager_outpost_beach, MONSTER, minecraft:evoker, 10, 1, 1
516, ctov:pillager_outpost_beach, MONSTER, minecraft:vindicator, 10, 1, 1
517, ctov:pillager_outpost_beach, MONSTER, minecraft:witch, 10, 1, 1
518, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
519, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
520, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
521, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
522, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
523, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:pillager, 10, 1, 1
524, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:evoker, 10, 1, 1
525, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:vindicator, 10, 1, 1
526, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
527, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
528, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
529, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 10, 1, 1
530, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 10, 1, 1
531, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 10, 1, 1
532, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
533, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
534, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
535, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
536, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
537, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
538, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
539, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
540, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
541, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
542, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 10, 1, 1
543, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 10, 1, 1
544, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 10, 1, 1
545, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
546, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
547, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
548, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
549, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
550, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 10, 1, 5
551, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 10, 1, 1
552, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 10, 1, 3
553, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 10, 1, 1
554, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
555, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 10, 1, 1
556, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 10, 1, 1
557, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 10, 1, 1
558, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 10, 1, 1
559, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
560, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
561, towns_and_towers:pillager_outpost_ocean, MONSTER, minecraft:pillager, 10, 1, 2
562, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
563, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
564, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
565, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 10, 1, 1
566, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 10, 1, 1
567, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 10, 1, 1
568, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 10, 1, 1
569, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
570, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 1
571, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 10, 1, 1
572, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 10, 1, 1
573, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 10, 1, 1
574, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
575, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
576, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
577, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
578, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 10, 1, 1
579, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 10, 1, 1
580, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 10, 1, 1
581, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
582, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
583, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
584, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
585, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
586, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
587, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
588, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
589, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
590, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
591, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
592, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
593, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
594, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 1
595, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 10, 1, 1
596, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 10, 1, 1
597, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 10, 1, 1
598, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
599, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
600, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
601, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
602, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 10, 1, 1
603, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 10, 1, 1
604, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 10, 1, 1
605, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
606, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
607, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
608, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
609, incendium:pipeline, HEADING, header:ignore, 0, 0, 0
610, mes:placid_prairie, HEADING, header:ignore, 0, 0, 0
611, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
612, lost_aether_content:platinum_dungeon, HEADING, header:ignore, 0, 0, 0
613, hopo:portal, HEADING, header:ignore, 0, 0, 0
614, hopo:portal_deepslate, HEADING, header:ignore, 0, 0, 0
615, hopo:portal_dripstone, HEADING, header:ignore, 0, 0, 0
616, hopo:portal_lush, HEADING, header:ignore, 0, 0, 0
617, imst:pyramid, HEADING, header:ignore, 0, 0, 0
618, repurposed_structures:pyramid_badlands, HEADING, header:ignore, 0, 0, 0
619, repurposed_structures:pyramid_dark_forest, HEADING, header:ignore, 0, 0, 0
620, repurposed_structures:pyramid_end, HEADING, header:ignore, 0, 0, 0
621, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
622, repurposed_structures:pyramid_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
623, repurposed_structures:pyramid_icy, HEADING, header:ignore, 0, 0, 0
624, repurposed_structures:pyramid_jungle, HEADING, header:ignore, 0, 0, 0
625, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
626, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
627, repurposed_structures:pyramid_ocean, HEADING, header:ignore, 0, 0, 0
628, repurposed_structures:pyramid_snowy, HEADING, header:ignore, 0, 0, 0
629, imst:quarry, HEADING, header:ignore, 0, 0, 0
630, structory_towers:quarter_outpost, HEADING, header:ignore, 0, 0, 0
631, incendium:quartz_kitchen, HEADING, header:ignore, 0, 0, 0
632, formationsnether:quartz_spikes, HEADING, header:ignore, 0, 0, 0
633, formationsoverworld:raft, HEADING, header:ignore, 0, 0, 0
634, mvs:railway, HEADING, header:ignore, 0, 0, 0
635, formationsnether:respawn_anchor_altar, HEADING, header:ignore, 0, 0, 0
636, formationsnether:rib_cage, HEADING, header:ignore, 0, 0, 0
637, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
638, cataclysm:ruined_citadel, HEADING, header:ignore, 0, 0, 0
639, cataclysm:ruined_citadel, MONSTER, cataclysm:endermaptera, 10, 1, 1
640, incendium:ruined_lab, HEADING, header:ignore, 0, 0, 0
641, mes:ruined_pillar, HEADING, header:ignore, 0, 0, 0
642, aether:ruined_portal, HEADING, header:ignore, 0, 0, 0
643, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
644, aether:ruined_portal_aether, HEADING, header:ignore, 0, 0, 0
645, aether:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
646, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
647, repurposed_structures:ruined_portal_end, HEADING, header:ignore, 0, 0, 0
648, aether:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
649, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
650, aether:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
651, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
652, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
653, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
654, aether:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
655, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
656, mvs:ruins/castle_ruins, HEADING, header:ignore, 0, 0, 0
657, mvs:ruins/log_ruin, HEADING, header:ignore, 0, 0, 0
658, mvs:ruins/ruined_beacon, HEADING, header:ignore, 0, 0, 0
659, mvs:ruins/small_ruin, HEADING, header:ignore, 0, 0, 0
660, mvs:ruins/statue_ruins, HEADING, header:ignore, 0, 0, 0
661, mvs:ruins/stone_pillars, HEADING, header:ignore, 0, 0, 0
662, mvs:ruins/tree_monument, HEADING, header:ignore, 0, 0, 0
663, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
664, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
665, repurposed_structures:ruins_land_icy, HEADING, header:ignore, 0, 0, 0
666, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
667, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
668, betterarcheology:ruins_sand, HEADING, header:ignore, 0, 0, 0
669, structory_towers:sacred_relic_temple, HEADING, header:ignore, 0, 0, 0
670, incendium:sanctum, HEADING, header:ignore, 0, 0, 0
671, incendium:sanctum, MONSTER, minecraft:skeleton, 10, 1, 1
672, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
673, mvs:shed, HEADING, header:ignore, 0, 0, 0
674, aquamirae:shelter, HEADING, header:ignore, 0, 0, 0
675, aquamirae:ship, HEADING, header:ignore, 0, 0, 0
676, aquamirae:ship, MONSTER, minecraft:pillager, 10, 1, 2
677, aquamirae:ship, MONSTER, minecraft:vindicator, 10, 1, 1
678, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
679, minecraft:shipwreck, MONSTER, alexsmobs:skelewag, 15, 1, 2
680, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
681, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
682, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
683, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
684, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
685, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
686, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
687, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
688, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
689, aether:silver_dungeon, HEADING, header:ignore, 0, 0, 0
690, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
691, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 80, 4, 15
692, skyvillages:skyvillage, HEADING, header:ignore, 0, 0, 0
693, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
694, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
695, ctov:small/village_desert, HEADING, header:ignore, 0, 0, 0
696, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
697, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
698, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
699, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
700, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
701, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
702, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
703, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
704, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
705, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
706, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
707, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
708, formationsnether:small_fire_arena, HEADING, header:ignore, 0, 0, 0
709, structory_towers:small_firetower, HEADING, header:ignore, 0, 0, 0
710, formationsoverworld:small_house, HEADING, header:ignore, 0, 0, 0
711, formationsnether:small_lava_arena, HEADING, header:ignore, 0, 0, 0
712, formationsnether:small_lava_shrine, HEADING, header:ignore, 0, 0, 0
713, betterdungeons:small_nether_dungeon, HEADING, header:ignore, 0, 0, 0
714, formationsnether:small_pedestal, HEADING, header:ignore, 0, 0, 0
715, mvs:small_pillager_tower, HEADING, header:ignore, 0, 0, 0
716, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
717, mvs:small_ship, HEADING, header:ignore, 0, 0, 0
718, formationsoverworld:small_statue, HEADING, header:ignore, 0, 0, 0
719, formationsoverworld:small_temple, HEADING, header:ignore, 0, 0, 0
720, illagerinvasion:sorcerer_hut, HEADING, header:ignore, 0, 0, 0
721, cataclysm:soul_black_smith, HEADING, header:ignore, 0, 0, 0
722, formationsnether:sphere_cage, HEADING, header:ignore, 0, 0, 0
723, betterdungeons:spider_dungeon, HEADING, header:ignore, 0, 0, 0
724, betterdungeons:spider_dungeon, MONSTER, minecraft:spider, 80, 4, 15
725, betterdungeons:spider_dungeon, MONSTER, minecraft:cave_spider, 50, 4, 8
726, terralith:spire, HEADING, header:ignore, 0, 0, 0
727, hopo:spruce_mineshaft, HEADING, header:ignore, 0, 0, 0
728, mvs:stall/blue_stall, HEADING, header:ignore, 0, 0, 0
729, mvs:stall/orange_stall, HEADING, header:ignore, 0, 0, 0
730, mvs:stall/pink_stall, HEADING, header:ignore, 0, 0, 0
731, mvs:stall/red_stall, HEADING, header:ignore, 0, 0, 0
732, mes:starlight_voyager, HEADING, header:ignore, 0, 0, 0
